Region,Market,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Germany,Fruits & Nuts,Average Volume per Capita,Nuts,kilograms,Statista,2.925,2.805,2.687,2.551,2.498,2.402,2.406,2.382,2.391,2.404,2.433,2.465,2.485,2.269
Germany,Fruits & Nuts,Average Volume per Capita,Processed & Frozen Fruits,kilograms,Statista,2.214,2.181,2.137,2.07,2.062,2.012,2.012,1.992,1.997,2.003,2.02,2.038,2.064,1.976
Germany,Fresh Fruits,Price per Unit,Average,USD (US$),Statista,3.149,2.729,2.813,3.006,3.298,3.255,3.363,3.718,3.918,4.028,4.1,4.173,4.247,4.313
Germany,Fresh Fruits,Price per Unit,Apples & Pears,USD (US$),Statista,2.313,2.05,2.163,2.367,2.662,2.695,2.827,3.169,3.342,3.439,3.502,3.566,3.634,3.707
Germany,Fresh Fruits,Price per Unit,Bananas,USD (US$),Statista,1.675,1.46,1.515,1.629,1.801,1.793,1.868,2.078,2.192,2.255,2.297,2.339,2.383,2.431
Germany,Fresh Fruits,Price per Unit,Berries & Grapes,USD (US$),Statista,8.144,7.097,7.363,7.92,8.755,8.716,9.081,10.1,10.66,10.96,11.17,11.37,11.59,11.82
Germany,Fresh Fruits,Price per Unit,Citrus Fruits,USD (US$),Statista,3.495,2.834,2.736,2.739,2.818,2.61,2.576,2.747,2.897,2.981,3.036,3.091,3.15,3.213
Germany,Fresh Fruits,Price per Unit,Other Fresh Fruits,USD (US$),Statista,3.907,3.36,3.444,3.664,4.009,3.954,4.088,4.524,4.772,4.91,5,5.092,5.188,5.293
Germany,Fresh Fruits,Revenue,Total,billion USD (US$),Statista,15.38,13.3,13.63,14.3,15.84,15.44,16.18,17.9,19.08,19.82,20.45,21.12,21.84,21.86
Germany,Fresh Fruits,Revenue,Apples & Pears,billion USD (US$),Statista,3.904,3.37,3.443,3.605,3.983,3.874,4.051,4.469,4.694,4.811,4.914,5.024,5.162,4.865
Germany,Fresh Fruits,Revenue,Bananas,billion USD (US$),Statista,1.955,1.69,1.729,1.813,2.006,1.954,2.046,2.26,2.392,2.469,2.535,2.605,2.685,2.624
Germany,Fresh Fruits,Revenue,Berries & Grapes,billion USD (US$),Statista,3.564,3.096,3.183,3.353,3.728,3.649,3.839,4.262,4.533,4.701,4.851,5.008,5.161,5.088
Germany,Fresh Fruits,Revenue,Citrus Fruits,billion USD (US$),Statista,2.21,1.912,1.958,2.055,2.276,2.219,2.326,2.572,2.842,3.049,3.223,3.401,3.585,4.022
Germany,Fresh Fruits,Revenue,Other Fresh Fruits,billion USD (US$),Statista,3.743,3.237,3.313,3.474,3.845,3.746,3.923,4.336,4.615,4.786,4.931,5.083,5.251,5.258
Germany,Fresh Fruits,Revenue Change,Total,percent,Statista,,-13.524,2.481,4.916,10.769,-2.525,4.793,10.63,6.592,3.878,3.179,3.276,3.409,0.092
Germany,Fresh Fruits,Revenue Change,Apples & Pears,percent,Statista,,-13.678,2.166,4.705,10.485,-2.737,4.569,10.318,5.035,2.493,2.141,2.239,2.747,-5.754
Germany,Fresh Fruits,Revenue Change,Bananas,percent,Statista,,-13.555,2.308,4.858,10.645,-2.592,4.708,10.459,5.841,3.219,2.673,2.761,3.071,-2.272
Germany,Fresh Fruits,Revenue Change,Berries & Grapes,percent,Statista,,-13.131,2.81,5.341,11.184,-2.119,5.207,11.018,6.359,3.706,3.191,3.236,3.055,-1.414
Germany,Fresh Fruits,Revenue Change,Citrus Fruits,percent,Statista,,-13.484,2.406,4.954,10.754,-2.504,4.822,10.576,10.498,7.284,5.707,5.523,5.41,12.19
Germany,Fresh Fruits,Revenue Change,Other Fresh Fruits,percent,Statista,,-13.519,2.348,4.86,10.679,-2.575,4.725,10.528,6.435,3.705,3.03,3.083,3.305,0.133
Germany,Fresh Fruits,Average Revenue per Capita,Total,USD (US$),Statista,188.8,162.7,165.8,173,190.5,184.9,193.2,213.3,227.4,236.5,244.6,252.9,261.8,262.3
Germany,Fresh Fruits,Average Revenue per Capita,Apples & Pears,USD (US$),Statista,47.93,41.2,41.89,43.61,47.91,46.38,48.35,53.26,55.95,57.43,58.75,60.15,61.87,58.38
Germany,Fresh Fruits,Average Revenue per Capita,Bananas,USD (US$),Statista,24.01,20.67,21.04,21.93,24.13,23.39,24.42,26.94,28.52,29.48,30.32,31.19,32.18,31.49
Germany,Fresh Fruits,Average Revenue per Capita,Berries & Grapes,USD (US$),Statista,43.75,37.85,38.73,40.56,44.85,43.69,45.82,50.8,54.04,56.12,58,59.96,61.86,61.05
Germany,Fresh Fruits,Average Revenue per Capita,Citrus Fruits,USD (US$),Statista,27.13,23.38,23.82,24.86,27.38,26.57,27.76,30.65,33.88,36.4,38.54,40.72,42.98,48.26
Germany,Fresh Fruits,Average Revenue per Capita,Other Fresh Fruits,USD (US$),Statista,45.96,39.58,40.31,42.03,46.25,44.85,46.83,51.68,55.01,57.13,58.96,60.86,62.94,63.09
Germany,Fresh Fruits,Online Revenue Share,Offline,percent,Statista,,,,99.009,98.693,98.278,97.737,96.366,95.472,94.397,93.122,91.636,,
Germany,Fresh Fruits,Online Revenue Share,Online,percent,Statista,,,,0.991,1.307,1.722,2.263,3.634,4.528,5.603,6.878,8.364,,
Germany,Fresh Fruits,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Fresh Fruits,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Fresh Fruits,Volume,Total,million kilograms,Statista,"4,882.78","4,875.798","4,843.33","4,757.081","4,802.441","4,743.183","4,813.117","4,813.944","4,869.201","4,920.165","4,989.404","5,061.327","5,142.579","5,067.658"
Germany,Fresh Fruits,Volume,Apples & Pears,million kilograms,Statista,"1,687.753","1,643.817","1,591.611","1,522.721","1,496.277","1,437.325","1,432.763","1,410.199","1,404.431","1,398.977","1,403.104","1,408.708","1,420.439","1,312.535"
Germany,Fresh Fruits,Volume,Bananas,million kilograms,Statista,"1,167.104","1,157.814","1,141.851","1,112.709","1,113.69","1,089.683","1,095.066","1,087.381","1,091.423","1,094.777","1,103.898","1,113.782","1,126.457","1,079.439"
Germany,Fresh Fruits,Volume,Berries & Grapes,million kilograms,Statista,437.556,436.211,432.309,423.338,425.78,418.63,422.74,421.806,425.418,428.779,434.427,440.415,445.427,430.499
Germany,Fresh Fruits,Volume,Citrus Fruits,million kilograms,Statista,632.234,674.657,715.698,750.204,807.68,850.067,902.833,936.261,980.856,"1,022.945","1,061.725","1,100.182","1,138.158","1,251.655"
Germany,Fresh Fruits,Volume,Other Fresh Fruits,million kilograms,Statista,958.134,963.299,961.861,948.109,959.013,947.479,959.715,958.297,967.074,974.687,986.249,998.24,"1,012.098",993.53
Germany,Fresh Fruits,Volume Change,Total,percent,Statista,,-0.143,-0.666,-1.781,0.954,-1.234,1.474,0.017,1.148,1.047,1.407,1.442,1.605,-1.457
Germany,Fresh Fruits,Volume Change,Apples & Pears,percent,Statista,,-2.603,-3.176,-4.328,-1.737,-3.94,-0.317,-1.575,-0.409,-0.388,0.295,0.399,0.833,-7.597
Germany,Fresh Fruits,Volume Change,Bananas,percent,Statista,,-0.796,-1.379,-2.552,0.088,-2.156,0.494,-0.702,0.372,0.307,0.833,0.895,1.138,-4.174
Germany,Fresh Fruits,Volume Change,Berries & Grapes,percent,Statista,,-0.307,-0.895,-2.075,0.577,-1.679,0.982,-0.221,0.856,0.79,1.317,1.378,1.138,-3.351
Germany,Fresh Fruits,Volume Change,Citrus Fruits,percent,Statista,,6.71,6.083,4.821,7.661,5.248,6.207,3.703,4.763,4.291,3.791,3.622,3.452,9.972
Germany,Fresh Fruits,Volume Change,Other Fresh Fruits,percent,Statista,,0.539,-0.149,-1.43,1.15,-1.203,1.291,-0.148,0.916,0.787,1.186,1.216,1.388,-1.835
Germany,Fresh Fruits,Average Volume per Capita,Total,kilograms,Statista,59.948,59.616,58.926,57.551,57.774,56.793,57.447,57.377,58.047,58.731,59.656,60.604,61.645,60.802
Germany,Fresh Fruits,Average Volume per Capita,Apples & Pears,kilograms,Statista,20.721,20.099,19.364,18.422,18,17.21,17.101,16.808,16.743,16.699,16.776,16.868,17.027,15.748
Germany,Fresh Fruits,Average Volume per Capita,Bananas,kilograms,Statista,14.329,14.156,13.892,13.462,13.398,13.047,13.07,12.96,13.011,13.068,13.199,13.336,13.503,12.951
Germany,Fresh Fruits,Average Volume per Capita,Berries & Grapes,kilograms,Statista,5.372,5.333,5.26,5.122,5.122,5.013,5.046,5.027,5.072,5.118,5.194,5.273,5.339,5.165
Germany,Fresh Fruits,Average Volume per Capita,Citrus Fruits,kilograms,Statista,7.762,8.249,8.707,9.076,9.717,10.178,10.776,11.159,11.693,12.211,12.695,13.173,13.643,15.018
Germany,Fresh Fruits,Average Volume per Capita,Other Fresh Fruits,kilograms,Statista,11.763,11.778,11.702,11.47,11.537,11.345,11.455,11.422,11.529,11.635,11.792,11.953,12.132,11.921
Germany,Processed & Frozen Fruits,Price per Unit,Average,USD (US$),Statista,5.989,5.226,5.422,5.825,6.424,6.373,6.644,7.39,7.794,8.02,8.167,8.316,8.474,8.645
Germany,Processed & Frozen Fruits,Revenue,Total,billion USD (US$),Statista,1.08,0.932,0.952,0.997,1.101,1.071,1.12,1.235,1.306,1.346,1.38,1.416,1.459,1.424
Germany,Processed & Frozen Fruits,Revenue Change,Total,percent,Statista,,-13.676,2.156,4.672,10.442,-2.725,4.575,10.268,5.749,3.063,2.526,2.609,3.037,-2.399
Germany,Processed & Frozen Fruits,Average Revenue per Capita,Total,USD (US$),Statista,13.26,11.4,11.59,12.06,13.25,12.82,13.36,14.72,15.57,16.07,16.5,16.95,17.49,17.08
Germany,Processed & Frozen Fruits,Online Revenue Share,Offline,percent,Statista,,,,99.17,98.89,98.517,98.023,96.782,95.932,94.894,93.643,92.161,,
Germany,Processed & Frozen Fruits,Online Revenue Share,Online,percent,Statista,,,,0.83,1.11,1.483,1.977,3.218,4.068,5.106,6.357,7.839,,
Germany,Processed & Frozen Fruits,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Processed & Frozen Fruits,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Processed & Frozen Fruits,Volume,Total,million kilograms,Statista,180.334,178.392,175.667,171.135,171.435,168.066,168.533,167.134,167.531,167.815,168.968,170.23,172.185,164.667
Germany,Processed & Frozen Fruits,Volume Change,Total,percent,Statista,,-1.077,-1.528,-2.579,0.175,-1.965,0.278,-0.83,0.238,0.169,0.687,0.747,1.148,-4.367
Germany,Processed & Frozen Fruits,Average Volume per Capita,Total,kilograms,Statista,2.214,2.181,2.137,2.07,2.062,2.012,2.012,1.992,1.997,2.003,2.02,2.038,2.064,1.976
Germany,Fresh Vegetables,Price per Unit,Average,USD (US$),Statista,1.993,1.7,1.726,1.816,1.963,1.911,1.976,2.17,2.289,2.355,2.397,2.441,2.487,2.539
Germany,Fresh Vegetables,Price per Unit,Cabbage Vegetables,USD (US$),Statista,3.608,3.095,3.162,3.349,3.645,3.573,3.731,4.117,4.342,4.468,4.55,4.633,4.721,4.816
Germany,Fresh Vegetables,Price per Unit,Leafy Vegetables,USD (US$),Statista,2.6,2.138,2.093,2.125,2.216,2.082,2.083,2.241,2.364,2.432,2.477,2.522,2.57,2.622
Germany,Fresh Vegetables,Price per Unit,Onions,USD (US$),Statista,1.408,1.218,1.256,1.342,1.472,1.453,1.527,1.691,1.784,1.835,1.869,1.903,1.939,1.978
Germany,Fresh Vegetables,Price per Unit,Other Fresh Vegetables,USD (US$),Statista,2.231,1.9,1.928,2.029,2.194,2.137,2.215,2.436,2.569,2.644,2.692,2.741,2.793,2.85
Germany,Fresh Vegetables,Price per Unit,Potatoes,USD (US$),Statista,1.373,1.178,1.204,1.275,1.388,1.36,1.42,1.567,1.653,1.701,1.732,1.764,1.797,1.833
Germany,Fresh Vegetables,Price per Unit,Root Vegetables & Mushrooms,USD (US$),Statista,1.73,1.484,1.516,1.606,1.748,1.713,1.773,1.957,2.064,2.124,2.163,2.202,2.244,2.289
Germany,Fresh Vegetables,Price per Unit,Tomatoes,USD (US$),Statista,2.667,2.288,2.337,2.475,2.694,2.641,2.758,3.043,3.209,3.302,3.363,3.424,3.489,3.559
Germany,Fresh Vegetables,Revenue,Total,billion USD (US$),Statista,18.18,15.79,16.23,17.09,19,18.59,19.55,21.7,23.32,24.41,25.36,26.34,27.3,28.22
Germany,Fresh Vegetables,Revenue,Cabbage Vegetables,billion USD (US$),Statista,1.842,1.605,1.655,1.749,1.951,1.915,2.021,2.251,2.415,2.524,2.622,2.723,2.814,2.872
Germany,Fresh Vegetables,Revenue,Leafy Vegetables,billion USD (US$),Statista,3.161,2.753,2.837,2.996,3.338,3.275,3.454,3.844,4.229,4.522,4.774,5.034,5.274,5.838
Germany,Fresh Vegetables,Revenue,Onions,billion USD (US$),Statista,1.441,1.253,1.29,1.36,1.514,1.484,1.563,1.737,1.853,1.927,1.992,2.061,2.126,2.126
Germany,Fresh Vegetables,Revenue,Other Fresh Vegetables,billion USD (US$),Statista,2.47,2.096,2.103,2.161,2.343,2.234,2.289,2.472,2.58,2.621,2.64,2.657,2.751,2.724
Germany,Fresh Vegetables,Revenue,Potatoes,billion USD (US$),Statista,2.926,2.549,2.628,2.776,3.095,3.038,3.206,3.569,3.828,4.001,4.154,4.314,4.458,4.548
Germany,Fresh Vegetables,Revenue,Root Vegetables & Mushrooms,billion USD (US$),Statista,3.721,3.252,3.363,3.563,3.984,3.922,4.15,4.633,4.989,5.234,5.454,5.683,5.876,6.034
Germany,Fresh Vegetables,Revenue,Tomatoes,billion USD (US$),Statista,2.616,2.28,2.351,2.485,2.771,2.72,2.871,3.197,3.43,3.585,3.723,3.868,3.997,4.079
Germany,Fresh Vegetables,Revenue Change,Total,percent,Statista,,-13.146,2.787,5.299,11.176,-2.158,5.164,10.997,7.465,4.674,3.892,3.864,3.645,3.37
Germany,Fresh Vegetables,Revenue Change,Cabbage Vegetables,percent,Statista,,-12.866,3.115,5.68,11.549,-1.845,5.535,11.381,7.286,4.513,3.883,3.852,3.342,2.061
Germany,Fresh Vegetables,Revenue Change,Leafy Vegetables,percent,Statista,,-12.907,3.051,5.605,11.415,-1.887,5.466,11.291,10.016,6.928,5.573,5.446,4.768,10.694
Germany,Fresh Vegetables,Revenue Change,Onions,percent,Statista,,-13.046,2.953,5.426,11.324,-1.982,5.323,11.132,6.678,3.994,3.373,3.464,3.154,0
Germany,Fresh Vegetables,Revenue Change,Other Fresh Vegetables,percent,Statista,,-15.142,0.334,2.758,8.422,-4.652,2.462,7.995,4.369,1.589,0.725,0.644,3.538,-0.981
Germany,Fresh Vegetables,Revenue Change,Potatoes,percent,Statista,,-12.884,3.099,5.632,11.491,-1.842,5.53,11.323,7.257,4.519,3.824,3.852,3.338,2.019
Germany,Fresh Vegetables,Revenue Change,Root Vegetables & Mushrooms,percent,Statista,,-12.604,3.413,5.947,11.816,-1.556,5.813,11.639,7.684,4.911,4.203,4.199,3.396,2.689
Germany,Fresh Vegetables,Revenue Change,Tomatoes,percent,Statista,,-12.844,3.114,5.7,11.509,-1.84,5.551,11.355,7.288,4.519,3.849,3.895,3.335,2.052
Germany,Fresh Vegetables,Average Revenue per Capita,Total,USD (US$),Statista,223.2,193,197.4,206.8,228.5,222.6,233.4,258.7,278,291.4,303.2,315.4,327.2,338.6
Germany,Fresh Vegetables,Average Revenue per Capita,Cabbage Vegetables,USD (US$),Statista,22.61,19.62,20.14,21.16,23.47,22.93,24.12,26.82,28.79,30.13,31.34,32.61,33.73,34.46
Germany,Fresh Vegetables,Average Revenue per Capita,Leafy Vegetables,USD (US$),Statista,38.81,33.66,34.52,36.24,40.16,39.22,41.23,45.81,50.41,53.98,57.08,60.28,63.22,70.04
Germany,Fresh Vegetables,Average Revenue per Capita,Onions,USD (US$),Statista,17.7,15.33,15.7,16.46,18.22,17.76,18.65,20.7,22.09,23,23.82,24.68,25.48,25.51
Germany,Fresh Vegetables,Average Revenue per Capita,Other Fresh Vegetables,USD (US$),Statista,30.32,25.62,25.59,26.15,28.18,26.75,27.32,29.47,30.76,31.29,31.57,31.82,32.97,32.69
Germany,Fresh Vegetables,Average Revenue per Capita,Potatoes,USD (US$),Statista,35.92,31.16,31.97,33.59,37.24,36.38,38.26,42.54,45.64,47.76,49.67,51.66,53.44,54.57
Germany,Fresh Vegetables,Average Revenue per Capita,Root Vegetables & Mushrooms,USD (US$),Statista,45.69,39.76,40.91,43.1,47.93,46.96,49.53,55.22,59.48,62.48,65.21,68.04,70.43,72.4
Germany,Fresh Vegetables,Average Revenue per Capita,Tomatoes,USD (US$),Statista,32.12,27.87,28.61,30.06,33.33,32.57,34.27,38.1,40.89,42.8,44.52,46.31,47.91,48.94
Germany,Fresh Vegetables,Online Revenue Share,Offline,percent,Statista,,,,99.234,98.969,98.614,98.139,96.948,96.118,95.098,93.861,92.386,,
Germany,Fresh Vegetables,Online Revenue Share,Online,percent,Statista,,,,0.766,1.031,1.386,1.861,3.052,3.882,4.902,6.139,7.614,,
Germany,Fresh Vegetables,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Fresh Vegetables,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Fresh Vegetables,Volume,Total,million kilograms,Statista,"9,119.177","9,288.113","9,404.321","9,411.442","9,676.601","9,728.635","9,896.841","9,998.847","10,190.485","10,368.022","10,577.685","10,791.759","10,973.461","11,115.921"
Germany,Fresh Vegetables,Volume,Cabbage Vegetables,million kilograms,Statista,510.515,518.495,523.497,522.249,535.11,535.987,541.748,546.686,556.144,565.003,576.207,587.774,596.077,596.313
Germany,Fresh Vegetables,Volume,Leafy Vegetables,million kilograms,Statista,"1,215.648","1,287.42","1,355.4","1,409.972","1,506.46","1,573.057","1,658.365","1,714.937","1,788.975","1,859.042","1,927.385","1,995.823","2,052.108","2,226.612"
Germany,Fresh Vegetables,Volume,Onions,million kilograms,Statista,"1,023.759","1,029.474","1,027.44","1,014.08","1,028.847","1,021.209","1,023.607","1,026.942","1,038.738","1,049.745","1,065.944","1,082.925","1,096.197","1,074.779"
Germany,Fresh Vegetables,Volume,Other Fresh Vegetables,million kilograms,Statista,"1,107.086","1,102.772","1,090.886","1,065.445","1,067.923","1,045.491","1,033.328","1,014.899","1,004.38",991.429,980.709,969.254,984.728,955.973
Germany,Fresh Vegetables,Volume,Potatoes,million kilograms,Statista,"2,130.205","2,162.988","2,183.335","2,177.616","2,230.721","2,233.854","2,257.343","2,277.391","2,316.262","2,352.625","2,398.734","2,446.34","2,480.897","2,480.841"
Germany,Fresh Vegetables,Volume,Root Vegetables & Mushrooms,million kilograms,Statista,"2,150.823","2,190.495","2,217.692","2,218.417","2,279.17","2,288.993","2,341.344","2,367.409","2,417.237","2,464.414","2,521.426","2,580.143","2,617.999","2,635.515"
Germany,Fresh Vegetables,Volume,Tomatoes,million kilograms,Statista,981.142,996.469,"1,006.071","1,003.662","1,028.369","1,030.044","1,041.105","1,050.583","1,068.749","1,085.763","1,107.282","1,129.5","1,145.455","1,145.888"
Germany,Fresh Vegetables,Volume Change,Total,percent,Statista,,1.853,1.251,0.076,2.817,0.538,1.729,1.031,1.917,1.742,2.022,2.024,1.684,1.298
Germany,Fresh Vegetables,Volume Change,Cabbage Vegetables,percent,Statista,,1.563,0.965,-0.238,2.463,0.164,1.075,0.911,1.73,1.593,1.983,2.008,1.413,0.04
Germany,Fresh Vegetables,Volume Change,Leafy Vegetables,percent,Statista,,5.904,5.28,4.026,6.843,4.421,5.423,3.411,4.317,3.917,3.676,3.551,2.82,8.504
Germany,Fresh Vegetables,Volume Change,Onions,percent,Statista,,0.558,-0.198,-1.3,1.456,-0.742,0.235,0.326,1.149,1.06,1.543,1.593,1.226,-1.954
Germany,Fresh Vegetables,Volume Change,Other Fresh Vegetables,percent,Statista,,-0.39,-1.078,-2.332,0.233,-2.101,-1.163,-1.784,-1.036,-1.289,-1.081,-1.168,1.596,-2.92
Germany,Fresh Vegetables,Volume Change,Potatoes,percent,Statista,,1.539,0.941,-0.262,2.439,0.14,1.051,0.888,1.707,1.57,1.96,1.985,1.413,-0.002
Germany,Fresh Vegetables,Volume Change,Root Vegetables & Mushrooms,percent,Statista,,1.845,1.242,0.033,2.739,0.431,2.287,1.113,2.105,1.952,2.313,2.329,1.467,0.669
Germany,Fresh Vegetables,Volume Change,Tomatoes,percent,Statista,,1.562,0.964,-0.239,2.462,0.163,1.074,0.91,1.729,1.592,1.982,2.007,1.413,0.038
Germany,Fresh Vegetables,Average Volume per Capita,Total,kilograms,Statista,111.96,113.564,114.416,113.859,116.411,116.487,118.123,119.175,121.484,123.761,126.473,129.219,131.541,133.37
Germany,Fresh Vegetables,Average Volume per Capita,Cabbage Vegetables,kilograms,Statista,6.268,6.34,6.369,6.318,6.437,6.418,6.466,6.516,6.63,6.744,6.889,7.038,7.145,7.155
Germany,Fresh Vegetables,Average Volume per Capita,Leafy Vegetables,kilograms,Statista,14.925,15.741,16.49,17.058,18.123,18.835,19.793,20.44,21.327,22.191,23.045,23.898,24.599,26.715
Germany,Fresh Vegetables,Average Volume per Capita,Onions,kilograms,Statista,12.569,12.587,12.5,12.268,12.377,12.228,12.217,12.24,12.383,12.531,12.745,12.967,13.14,12.895
Germany,Fresh Vegetables,Average Volume per Capita,Other Fresh Vegetables,kilograms,Statista,13.592,13.483,13.272,12.89,12.847,12.518,12.333,12.096,11.973,11.834,11.726,11.606,11.804,11.47
Germany,Fresh Vegetables,Average Volume per Capita,Potatoes,kilograms,Statista,26.153,26.446,26.563,26.345,26.836,26.747,26.942,27.144,27.613,28.083,28.681,29.292,29.739,29.765
Germany,Fresh Vegetables,Average Volume per Capita,Root Vegetables & Mushrooms,kilograms,Statista,26.407,26.783,26.981,26.838,27.419,27.407,27.945,28.217,28.817,29.417,30.148,30.894,31.382,31.621
Germany,Fresh Vegetables,Average Volume per Capita,Tomatoes,kilograms,Statista,12.046,12.184,12.24,12.142,12.371,12.333,12.426,12.522,12.741,12.961,13.239,13.525,13.731,13.749
Germany,Vegetables,Price per Unit,Average,USD (US$),Statista,2.17,1.848,1.875,1.971,2.128,2.069,2.137,2.345,2.471,2.539,2.583,2.627,2.677,2.727
Germany,Vegetables,Price per Unit,Fresh Vegetables,USD (US$),Statista,1.993,1.7,1.726,1.816,1.963,1.911,1.976,2.17,2.289,2.355,2.397,2.441,2.487,2.539
Germany,Vegetables,Price per Unit,Processed & Frozen Vegetables,USD (US$),Statista,3.238,2.76,2.8,2.945,3.182,3.096,3.192,3.512,3.704,3.811,3.881,3.952,4.027,4.108
Germany,Vegetables,Revenue,Total,billion USD (US$),Statista,23.07,19.97,20.47,21.49,23.82,23.23,24.37,26.96,28.89,30.14,31.21,32.32,33.49,34.44
Germany,Vegetables,Revenue,Fresh Vegetables,billion USD (US$),Statista,18.18,15.79,16.23,17.09,19,18.59,19.55,21.7,23.32,24.41,25.36,26.34,27.3,28.22
Germany,Vegetables,Revenue,Processed & Frozen Vegetables,billion USD (US$),Statista,4.892,4.187,4.241,4.401,4.82,4.646,4.813,5.261,5.563,5.729,5.854,5.98,6.193,6.221
Germany,Vegetables,Revenue Change,Total,percent,Statista,,-13.437,2.504,4.983,10.842,-2.477,4.907,10.628,7.159,4.327,3.55,3.557,3.62,2.837
Germany,Vegetables,Revenue Change,Fresh Vegetables,percent,Statista,,-13.146,2.787,5.299,11.176,-2.158,5.164,10.997,7.465,4.674,3.892,3.864,3.645,3.37
Germany,Vegetables,Revenue Change,Processed & Frozen Vegetables,percent,Statista,,-14.411,1.29,3.773,9.521,-3.61,3.594,9.308,5.74,2.984,2.182,2.152,3.562,0.452
Germany,Vegetables,Average Revenue per Capita,Total,USD (US$),Statista,283.2,244.2,249,260,286.5,278.2,290.8,321.4,344.4,359.8,373.2,387,401.4,413.2
Germany,Vegetables,Average Revenue per Capita,Fresh Vegetables,USD (US$),Statista,223.2,193,197.4,206.8,228.5,222.6,233.4,258.7,278,291.4,303.2,315.4,327.2,338.6
Germany,Vegetables,Average Revenue per Capita,Processed & Frozen Vegetables,USD (US$),Statista,60.06,51.19,51.6,53.25,57.98,55.63,57.45,62.7,66.32,68.39,69.99,71.61,74.24,74.64
Germany,Vegetables,Online Revenue Share,Offline,percent,Statista,,,,99.254,98.994,98.645,98.177,97.005,96.181,95.166,93.932,92.457,,
Germany,Vegetables,Online Revenue Share,Online,percent,Statista,,,,0.746,1.006,1.355,1.823,2.995,3.819,4.834,6.068,7.543,,
Germany,Vegetables,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Vegetables,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Vegetables,Volume,Total,million kilograms,Statista,"10,630.023","10,805.394","10,919.194","10,905.985","11,191.096","11,228.988","11,404.536","11,496.798","11,692.543","11,871.208","12,085.959","12,304.874","12,511.281","12,630.159"
Germany,Vegetables,Volume,Fresh Vegetables,million kilograms,Statista,"9,119.177","9,288.113","9,404.321","9,411.442","9,676.601","9,728.635","9,896.841","9,998.847","10,190.485","10,368.022","10,577.685","10,791.759","10,973.461","11,115.921"
Germany,Vegetables,Volume,Processed & Frozen Vegetables,million kilograms,Statista,"1,510.846","1,517.281","1,514.873","1,494.543","1,514.495","1,500.354","1,507.695","1,497.951","1,502.057","1,503.187","1,508.274","1,513.115","1,537.82","1,514.238"
Germany,Vegetables,Volume Change,Total,percent,Statista,,1.65,1.053,-0.121,2.614,0.339,1.563,0.809,1.703,1.528,1.809,1.811,1.677,0.95
Germany,Vegetables,Volume Change,Fresh Vegetables,percent,Statista,,1.853,1.251,0.076,2.817,0.538,1.729,1.031,1.917,1.742,2.022,2.024,1.684,1.298
Germany,Vegetables,Volume Change,Processed & Frozen Vegetables,percent,Statista,,0.426,-0.159,-1.342,1.335,-0.934,0.489,-0.646,0.274,0.075,0.338,0.321,1.633,-1.534
Germany,Vegetables,Average Volume per Capita,Total,kilograms,Statista,130.509,132.116,132.847,131.94,134.631,134.451,136.118,137.029,139.39,141.704,144.506,147.337,149.975,151.538
Germany,Vegetables,Average Volume per Capita,Fresh Vegetables,kilograms,Statista,111.96,113.564,114.416,113.859,116.411,116.487,118.123,119.175,121.484,123.761,126.473,129.219,131.541,133.37
Germany,Vegetables,Average Volume per Capita,Processed & Frozen Vegetables,kilograms,Statista,18.549,18.552,18.431,18.081,18.22,17.965,17.995,17.854,17.906,17.943,18.034,18.118,18.434,18.168
Germany,Nuts,Price per Unit,Average,USD (US$),Statista,9.987,9.036,9.685,10.72,12.14,12.34,12.96,14.55,15.28,15.89,16.4,16.88,17.31,19.56
Germany,Nuts,Revenue,Total,billion USD (US$),Statista,2.379,2.073,2.139,2.26,2.521,2.475,2.612,2.909,3.065,3.2,3.337,3.475,3.589,3.698
Germany,Nuts,Revenue Change,Total,percent,Statista,,-12.863,3.184,5.657,11.549,-1.825,5.535,11.371,5.363,4.405,4.281,4.135,3.281,3.037
Germany,Nuts,Average Revenue per Capita,Total,USD (US$),Statista,29.21,25.35,26.02,27.34,30.32,29.63,31.18,34.67,36.54,38.19,39.89,41.61,43.02,44.37
