Region,Market,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Poland,Fresh Fruits,Online Revenue Share,Online,percent,Statista,,,,0.084,0.096,0.109,0.139,0.155,0.174,0.195,0.22,0.248,,
Poland,Fresh Fruits,Mobile/Desktop Split,Desktop,percent,Statista,,,,64.255,62.269,60.593,59.139,57.727,56.624,55.527,55.383,55.246,,
Poland,Fresh Fruits,Mobile/Desktop Split,Mobile,percent,Statista,,,,35.745,37.731,39.407,40.861,42.273,43.376,44.473,44.617,44.754,,
Poland,Fresh Fruits,Volume,Total,million kilograms,Statista,"2,204.648","2,157.017","2,193.693","2,213.989","2,170.023","2,215.227","2,233.143","2,230.332","2,241.776","2,256.439","2,348.263","2,438.818","2,540.655","2,366.755"
Poland,Fresh Fruits,Volume,Apples & Pears,million kilograms,Statista,796.808,781.009,795.613,804.194,789.31,806.749,814.155,811.48,814.438,818.305,849.632,880.186,917.85,857.283
Poland,Fresh Fruits,Volume,Bananas,million kilograms,Statista,426.664,407.341,404.186,397.95,380.463,378.8,378.726,373.575,371.723,370.848,383.259,395.59,410.142,363.432
Poland,Fresh Fruits,Volume,Berries & Grapes,million kilograms,Statista,90.496,89.919,92.86,95.155,94.683,98.113,100.09,100.863,102.314,103.872,108.946,113.988,119.005,113.93
Poland,Fresh Fruits,Volume,Citrus Fruits,million kilograms,Statista,475.787,468.9,480.289,488.147,481.767,495.154,497.095,499.424,503.487,508.227,530.348,552.242,575.573,541.805
Poland,Fresh Fruits,Volume,Other Fresh Fruits,million kilograms,Statista,414.894,409.848,420.744,428.542,423.799,436.41,443.077,444.99,449.813,455.187,476.08,496.812,518.085,490.304
Poland,Fresh Fruits,Volume Change,Total,percent,Statista,,-2.16,1.7,0.925,-1.986,2.083,0.809,-0.126,0.513,0.654,4.069,3.856,4.176,-6.845
Poland,Fresh Fruits,Volume Change,Apples & Pears,percent,Statista,,-1.983,1.87,1.079,-1.851,2.209,0.918,-0.329,0.365,0.475,3.828,3.596,4.279,-6.599
Poland,Fresh Fruits,Volume Change,Bananas,percent,Statista,,-4.529,-0.774,-1.543,-4.394,-0.437,-0.019,-1.36,-0.496,-0.235,3.347,3.218,3.679,-11.389
Poland,Fresh Fruits,Volume Change,Berries & Grapes,percent,Statista,,-0.637,3.271,2.471,-0.496,3.623,2.015,0.772,1.439,1.522,4.885,4.629,4.401,-4.264
Poland,Fresh Fruits,Volume Change,Citrus Fruits,percent,Statista,,-1.447,2.429,1.636,-1.307,2.779,0.392,0.469,0.813,0.941,4.353,4.128,4.225,-5.867
Poland,Fresh Fruits,Volume Change,Other Fresh Fruits,percent,Statista,,-1.216,2.659,1.853,-1.107,2.976,1.528,0.432,1.084,1.195,4.59,4.355,4.282,-5.362
Poland,Fresh Fruits,Average Volume per Capita,Total,kilograms,Statista,57.878,56.713,57.745,58.335,57.224,58.468,59.005,59.008,59.401,59.894,62.455,65.01,67.896,63.426
Poland,Fresh Fruits,Average Volume per Capita,Apples & Pears,kilograms,Statista,20.918,20.534,20.943,21.189,20.814,21.293,21.512,21.469,21.58,21.721,22.597,23.462,24.528,22.974
Poland,Fresh Fruits,Average Volume per Capita,Bananas,kilograms,Statista,11.201,10.71,10.64,10.485,10.033,9.998,10.007,9.884,9.85,9.844,10.193,10.545,10.961,9.74
Poland,Fresh Fruits,Average Volume per Capita,Berries & Grapes,kilograms,Statista,2.376,2.364,2.444,2.507,2.497,2.59,2.645,2.669,2.711,2.757,2.898,3.038,3.18,3.053
Poland,Fresh Fruits,Average Volume per Capita,Citrus Fruits,kilograms,Statista,12.491,12.328,12.643,12.862,12.704,13.069,13.134,13.213,13.341,13.49,14.105,14.721,15.381,14.52
Poland,Fresh Fruits,Average Volume per Capita,Other Fresh Fruits,kilograms,Statista,10.892,10.776,11.075,11.291,11.176,11.518,11.707,11.773,11.919,12.082,12.662,13.243,13.845,13.14
Poland,Processed & Frozen Fruits,Price per Unit,Average,USD (US$),Statista,2.891,2.462,2.405,2.631,2.87,2.832,2.926,3.083,3.356,3.703,3.849,3.971,4.074,4.176
Poland,Processed & Frozen Fruits,Revenue,Total,billion USD (US$),Statista,0.478,0.4,0.398,0.441,0.474,0.48,0.502,0.529,0.581,0.646,0.701,0.753,0.805,0.772
Poland,Processed & Frozen Fruits,Revenue Change,Total,percent,Statista,,-16.447,-0.35,10.793,7.386,1.245,4.626,5.397,9.713,11.35,8.415,7.376,6.909,-4.077
Poland,Processed & Frozen Fruits,Average Revenue per Capita,Total,USD (US$),Statista,12.56,10.51,10.49,11.63,12.5,12.67,13.27,14,15.38,17.16,18.64,20.06,21.5,20.68
Poland,Processed & Frozen Fruits,Online Revenue Share,Offline,percent,Statista,,,,99.916,99.904,99.891,99.861,99.845,99.826,99.805,99.78,99.752,,
Poland,Processed & Frozen Fruits,Online Revenue Share,Online,percent,Statista,,,,0.084,0.096,0.109,0.139,0.155,0.174,0.195,0.22,0.248,,
Poland,Processed & Frozen Fruits,Mobile/Desktop Split,Desktop,percent,Statista,,,,64.255,62.269,60.593,59.139,57.727,56.624,55.527,55.383,55.246,,
Poland,Processed & Frozen Fruits,Mobile/Desktop Split,Mobile,percent,Statista,,,,35.745,37.731,39.407,40.861,42.273,43.376,44.473,44.617,44.754,,
Poland,Processed & Frozen Fruits,Volume,Total,million kilograms,Statista,165.543,162.37,165.65,167.811,165.191,169.455,171.587,171.673,172.998,174.565,182.088,189.543,197.488,184.813
Poland,Processed & Frozen Fruits,Volume Change,Total,percent,Statista,,-1.916,2.02,1.304,-1.561,2.581,1.258,0.05,0.772,0.905,4.31,4.094,4.192,-6.418
Poland,Processed & Frozen Fruits,Average Volume per Capita,Total,kilograms,Statista,4.346,4.269,4.36,4.422,4.356,4.473,4.534,4.542,4.584,4.634,4.843,5.052,5.278,4.953
Poland,Fresh Vegetables,Price per Unit,Average,USD (US$),Statista,1.103,0.946,0.931,1.027,1.13,1.126,1.184,1.25,1.361,1.502,1.562,1.611,1.653,1.691
Poland,Fresh Vegetables,Price per Unit,Cabbage Vegetables,USD (US$),Statista,1.98,1.681,1.638,1.788,1.949,1.922,2.006,2.11,2.297,2.534,2.634,2.718,2.788,2.858
Poland,Fresh Vegetables,Price per Unit,Leafy Vegetables,USD (US$),Statista,1.429,1.257,1.269,1.436,1.621,1.66,1.792,1.912,2.081,2.296,2.387,2.462,2.526,2.589
Poland,Fresh Vegetables,Price per Unit,Onions,USD (US$),Statista,0.667,0.58,0.579,0.651,0.728,0.735,0.783,0.832,0.906,1,1.039,1.072,1.1,1.127
Poland,Fresh Vegetables,Price per Unit,Other Fresh Vegetables,USD (US$),Statista,1.297,1.111,1.092,1.203,1.324,1.319,1.387,1.464,1.594,1.759,1.828,1.886,1.935,1.983
Poland,Fresh Vegetables,Price per Unit,Potatoes,USD (US$),Statista,0.65,0.552,0.538,0.587,0.64,0.631,0.659,0.693,0.754,0.833,0.865,0.893,0.916,0.939
Poland,Fresh Vegetables,Price per Unit,Root Vegetables & Mushrooms,USD (US$),Statista,1.416,1.202,1.171,1.279,1.393,1.375,1.418,1.492,1.625,1.793,1.864,1.922,1.972,2.022
Poland,Fresh Vegetables,Price per Unit,Tomatoes,USD (US$),Statista,1.638,1.391,1.355,1.48,1.612,1.59,1.66,1.745,1.9,2.097,2.18,2.248,2.307,2.364
Poland,Fresh Vegetables,Revenue,Total,billion USD (US$),Statista,4.402,3.68,3.669,4.067,4.369,4.425,4.632,4.884,5.336,5.919,6.401,6.858,7.315,6.901
Poland,Fresh Vegetables,Revenue,Cabbage Vegetables,billion USD (US$),Statista,0.333,0.278,0.276,0.306,0.328,0.331,0.346,0.364,0.398,0.442,0.478,0.512,0.548,0.525
Poland,Fresh Vegetables,Revenue,Leafy Vegetables,billion USD (US$),Statista,0.68,0.57,0.569,0.631,0.679,0.688,0.722,0.762,0.824,0.907,0.975,1.039,1.102,0.987
Poland,Fresh Vegetables,Revenue,Onions,billion USD (US$),Statista,0.345,0.289,0.288,0.32,0.344,0.349,0.366,0.386,0.419,0.463,0.499,0.534,0.567,0.52
Poland,Fresh Vegetables,Revenue,Other Fresh Vegetables,billion USD (US$),Statista,1.274,1.065,1.063,1.179,1.268,1.285,1.346,1.421,1.553,1.725,1.867,2.002,2.135,2.02
Poland,Fresh Vegetables,Revenue,Potatoes,billion USD (US$),Statista,0.79,0.658,0.654,0.723,0.774,0.781,0.815,0.857,0.937,1.04,1.124,1.203,1.286,1.231
Poland,Fresh Vegetables,Revenue,Root Vegetables & Mushrooms,billion USD (US$),Statista,0.345,0.289,0.288,0.319,0.343,0.347,0.364,0.383,0.421,0.47,0.51,0.548,0.586,0.566
Poland,Fresh Vegetables,Revenue,Tomatoes,billion USD (US$),Statista,0.634,0.531,0.53,0.589,0.634,0.643,0.674,0.712,0.783,0.873,0.949,1.02,1.091,1.053
Poland,Fresh Vegetables,Revenue Change,Total,percent,Statista,,-16.402,-0.299,10.848,7.426,1.282,4.678,5.44,9.255,10.926,8.143,7.14,6.664,-5.66
Poland,Fresh Vegetables,Revenue Change,Cabbage Vegetables,percent,Statista,,-16.592,-0.576,10.601,7.164,1.038,4.441,5.178,9.461,11.08,8.188,7.15,6.888,-4.126
Poland,Fresh Vegetables,Revenue Change,Leafy Vegetables,percent,Statista,,-16.285,-0.176,10.992,7.558,1.414,4.823,5.585,8.164,10.023,7.5,6.597,6.064,-10.436
Poland,Fresh Vegetables,Revenue Change,Onions,percent,Statista,,-16.29,-0.208,10.999,7.565,1.395,4.815,5.578,8.651,10.441,7.814,6.847,6.314,-8.407
Poland,Fresh Vegetables,Revenue Change,Other Fresh Vegetables,percent,Statista,,-16.405,-0.188,10.913,7.549,1.341,4.747,5.572,9.289,11.075,8.232,7.231,6.643,-5.386
Poland,Fresh Vegetables,Revenue Change,Potatoes,percent,Statista,,-16.679,-0.638,10.486,7.07,0.956,4.326,5.091,9.351,11.028,8.077,7.028,6.899,-4.277
Poland,Fresh Vegetables,Revenue Change,Root Vegetables & Mushrooms,percent,Statista,,-16.392,-0.312,10.876,7.427,1.313,4.693,5.446,9.885,11.488,8.559,7.511,6.95,-3.548
Poland,Fresh Vegetables,Revenue Change,Tomatoes,percent,Statista,,-16.257,-0.132,11.029,7.624,1.452,4.852,5.636,9.899,11.55,8.636,7.538,6.961,-3.483
Poland,Fresh Vegetables,Average Revenue per Capita,Total,USD (US$),Statista,115.6,96.75,96.57,107.1,115.2,116.8,122.4,129.2,141.4,157.1,170.3,182.8,195.5,184.9
Poland,Fresh Vegetables,Average Revenue per Capita,Cabbage Vegetables,USD (US$),Statista,8.75,7.308,7.277,8.054,8.639,8.737,9.134,9.621,10.55,11.74,12.72,13.66,14.64,14.07
Poland,Fresh Vegetables,Average Revenue per Capita,Leafy Vegetables,USD (US$),Statista,17.86,14.98,14.97,16.63,17.9,18.17,19.07,20.16,21.84,24.07,25.92,27.7,29.45,26.45
Poland,Fresh Vegetables,Average Revenue per Capita,Onions,USD (US$),Statista,9.058,7.593,7.587,8.429,9.074,9.209,9.662,10.21,11.12,12.3,13.28,14.23,15.16,13.93
Poland,Fresh Vegetables,Average Revenue per Capita,Other Fresh Vegetables,USD (US$),Statista,33.43,28.01,27.98,31.07,33.43,33.92,35.57,37.59,41.16,45.78,49.65,53.36,57.05,54.14
Poland,Fresh Vegetables,Average Revenue per Capita,Potatoes,USD (US$),Statista,20.74,17.31,17.22,19.04,20.41,20.62,21.54,22.66,24.82,27.6,29.89,32.06,34.36,32.98
Poland,Fresh Vegetables,Average Revenue per Capita,Root Vegetables & Mushrooms,USD (US$),Statista,9.065,7.59,7.576,8.407,9.04,9.166,9.606,10.14,11.16,12.47,13.56,14.61,15.67,15.16
Poland,Fresh Vegetables,Average Revenue per Capita,Tomatoes,USD (US$),Statista,16.65,13.96,13.96,15.52,16.71,16.97,17.81,18.84,20.74,23.18,25.23,27.2,29.15,28.22
Poland,Fresh Vegetables,Online Revenue Share,Offline,percent,Statista,,,,99.916,99.904,99.891,99.861,99.845,99.826,99.805,99.78,99.752,,
Poland,Fresh Vegetables,Online Revenue Share,Online,percent,Statista,,,,0.084,0.096,0.109,0.139,0.155,0.174,0.195,0.22,0.248,,
Poland,Fresh Vegetables,Mobile/Desktop Split,Desktop,percent,Statista,,,,64.255,62.269,60.593,59.139,57.727,56.624,55.527,55.383,55.246,,
Poland,Fresh Vegetables,Mobile/Desktop Split,Mobile,percent,Statista,,,,35.745,37.731,39.407,40.861,42.273,43.376,44.473,44.617,44.754,,
Poland,Fresh Vegetables,Volume,Total,million kilograms,Statista,"3,990.223","3,889.542","3,940.813","3,959.929","3,865.733","3,930.512","3,912.16","3,906.357","3,919.794","3,940.697","4,099.103","4,256.503","4,425.898","4,080.68"
Poland,Fresh Vegetables,Volume,Cabbage Vegetables,million kilograms,Statista,168.307,165.308,168.748,170.925,168.116,172.198,172.282,172.356,173.282,174.451,181.57,188.592,196.462,183.754
Poland,Fresh Vegetables,Volume,Leafy Vegetables,million kilograms,Statista,476.279,453.102,448.006,439.539,418.745,414.691,402.607,398.582,396.023,394.847,408.343,421.987,436.29,381.187
Poland,Fresh Vegetables,Volume,Onions,million kilograms,Statista,517.602,497.786,497.558,491.612,472.945,474.977,466.973,463.902,463.001,463.4,480.602,497.876,515.865,460.969
Poland,Fresh Vegetables,Volume,Other Fresh Vegetables,million kilograms,Statista,982.13,959.243,973.532,979.839,957.646,974.33,970.937,970.358,974.579,980.679,"1,021.111","1,061.399","1,103.355","1,018.631"
Poland,Fresh Vegetables,Volume,Potatoes,million kilograms,Statista,"1,214.919","1,192.201","1,215.911","1,230.481","1,209.157","1,237.379","1,236.841","1,236.228","1,241.711","1,248.912","1,298.653","1,347.593","1,403.83","1,311.007"
Poland,Fresh Vegetables,Volume,Root Vegetables & Mushrooms,million kilograms,Statista,243.851,240.105,245.716,249.511,246.029,252.639,256.358,256.915,259.296,262.015,273.645,285.176,297.276,279.744
Poland,Fresh Vegetables,Volume,Tomatoes,million kilograms,Statista,387.133,381.797,391.344,398.023,393.095,404.298,406.163,408.016,411.902,416.394,435.18,453.88,472.821,445.388
Poland,Fresh Vegetables,Volume Change,Total,percent,Statista,,-2.523,1.318,0.485,-2.379,1.676,-0.467,-0.148,0.344,0.533,4.02,3.84,3.98,-7.8
Poland,Fresh Vegetables,Volume Change,Cabbage Vegetables,percent,Statista,,-1.782,2.081,1.29,-1.643,2.428,0.049,0.043,0.537,0.674,4.081,3.867,4.173,-6.468
Poland,Fresh Vegetables,Volume Change,Leafy Vegetables,percent,Statista,,-4.866,-1.125,-1.89,-4.731,-0.968,-2.914,-1,-0.642,-0.297,3.418,3.341,3.389,-12.63
Poland,Fresh Vegetables,Volume Change,Onions,percent,Statista,,-3.828,-0.046,-1.195,-3.797,0.43,-1.685,-0.658,-0.194,0.086,3.712,3.594,3.613,-10.642
Poland,Fresh Vegetables,Volume Change,Other Fresh Vegetables,percent,Statista,,-2.33,1.49,0.648,-2.265,1.742,-0.348,-0.06,0.435,0.626,4.123,3.946,3.953,-7.679
Poland,Fresh Vegetables,Volume Change,Potatoes,percent,Statista,,-1.87,1.989,1.198,-1.733,2.334,-0.043,-0.05,0.443,0.58,3.983,3.769,4.173,-6.612
Poland,Fresh Vegetables,Volume Change,Root Vegetables & Mushrooms,percent,Statista,,-1.536,2.337,1.545,-1.396,2.686,1.472,0.217,0.927,1.049,4.439,4.214,4.243,-5.897
Poland,Fresh Vegetables,Volume Change,Tomatoes,percent,Statista,,-1.378,2.5,1.707,-1.238,2.85,0.461,0.456,0.952,1.091,4.511,4.297,4.173,-5.802
Poland,Fresh Vegetables,Average Volume per Capita,Total,kilograms,Statista,104.755,102.265,103.735,104.337,101.94,103.741,103.369,103.351,103.864,104.6,109.021,113.462,118.276,109.358
Poland,Fresh Vegetables,Average Volume per Capita,Cabbage Vegetables,kilograms,Statista,4.419,4.346,4.442,4.504,4.433,4.545,4.552,4.56,4.591,4.631,4.829,5.027,5.25,4.924
Poland,Fresh Vegetables,Average Volume per Capita,Leafy Vegetables,kilograms,Statista,12.504,11.913,11.793,11.581,11.042,10.945,10.638,10.545,10.494,10.481,10.86,11.249,11.659,10.215
Poland,Fresh Vegetables,Average Volume per Capita,Onions,kilograms,Statista,13.589,13.088,13.097,12.953,12.472,12.536,12.339,12.274,12.268,12.3,12.782,13.271,13.786,12.353
Poland,Fresh Vegetables,Average Volume per Capita,Other Fresh Vegetables,kilograms,Statista,25.784,25.221,25.627,25.817,25.253,25.716,25.655,25.673,25.824,26.031,27.158,28.293,29.486,27.298
Poland,Fresh Vegetables,Average Volume per Capita,Potatoes,kilograms,Statista,31.895,31.346,32.007,32.421,31.886,32.659,32.68,32.707,32.902,33.15,34.539,35.922,37.515,35.134
Poland,Fresh Vegetables,Average Volume per Capita,Root Vegetables & Mushrooms,kilograms,Statista,6.402,6.313,6.468,6.574,6.488,6.668,6.774,6.797,6.871,6.955,7.278,7.602,7.944,7.497
Poland,Fresh Vegetables,Average Volume per Capita,Tomatoes,kilograms,Statista,10.163,10.038,10.301,10.487,10.366,10.671,10.732,10.795,10.914,11.053,11.574,12.099,12.635,11.936
Poland,Nuts,Price per Unit,Average,USD (US$),Statista,5.216,4.448,4.348,4.76,5.197,5.133,5.309,5.597,5.895,6.201,6.31,6.447,6.57,6.581
Poland,Nuts,Revenue,Total,billion USD (US$),Statista,0.384,0.322,0.322,0.358,0.386,0.392,0.412,0.435,0.463,0.493,0.525,0.56,0.595,0.56
Poland,Nuts,Revenue Change,Total,percent,Statista,,-16.146,0,11.18,7.765,1.607,5,5.758,6.455,6.452,6.467,6.702,6.156,-5.85
Poland,Nuts,Average Revenue per Capita,Total,USD (US$),Statista,10.08,8.466,8.476,9.434,10.17,10.35,10.88,11.52,12.28,13.09,13.97,14.94,15.9,15.01
Poland,Nuts,Online Revenue Share,Offline,percent,Statista,,,,99.916,99.904,99.891,99.861,99.845,99.826,99.805,99.78,99.752,,
Poland,Nuts,Online Revenue Share,Online,percent,Statista,,,,0.084,0.096,0.109,0.139,0.155,0.174,0.195,0.22,0.248,,
Poland,Nuts,Mobile/Desktop Split,Desktop,percent,Statista,,,,64.255,62.269,60.593,59.139,57.727,56.624,55.527,55.383,55.246,,
Poland,Nuts,Mobile/Desktop Split,Mobile,percent,Statista,,,,35.745,37.731,39.407,40.861,42.273,43.376,44.473,44.617,44.754,,
Poland,Nuts,Volume,Total,million kilograms,Statista,73.616,72.394,74.052,75.22,74.247,76.373,77.534,77.788,78.612,79.555,83.245,86.925,90.543,85.107
Poland,Nuts,Volume Change,Total,percent,Statista,,-1.66,2.29,1.576,-1.293,2.863,1.52,0.328,1.059,1.2,4.638,4.421,4.162,-6.004
Poland,Nuts,Average Volume per Capita,Total,kilograms,Statista,1.933,1.903,1.949,1.982,1.958,2.016,2.049,2.058,2.083,2.112,2.214,2.317,2.42,2.281
Poland,Vegetables,Price per Unit,Average,USD (US$),Statista,1.196,1.02,0.997,1.093,1.194,1.182,1.235,1.299,1.415,1.562,1.625,1.677,1.721,1.766
Poland,Vegetables,Price per Unit,Fresh Vegetables,USD (US$),Statista,1.103,0.946,0.931,1.027,1.13,1.126,1.184,1.25,1.361,1.502,1.562,1.611,1.653,1.691
Poland,Vegetables,Price per Unit,Processed & Frozen Vegetables,USD (US$),Statista,1.809,1.485,1.399,1.477,1.555,1.483,1.502,1.55,1.687,1.862,1.935,1.996,2.048,2.1
Poland,Vegetables,Revenue,Total,billion USD (US$),Statista,5.499,4.593,4.575,5.066,5.438,5.503,5.755,6.063,6.647,7.397,8.017,8.606,9.201,8.825
Poland,Vegetables,Revenue,Fresh Vegetables,billion USD (US$),Statista,4.402,3.68,3.669,4.067,4.369,4.425,4.632,4.884,5.336,5.919,6.401,6.858,7.315,6.901
Poland,Vegetables,Revenue,Processed & Frozen Vegetables,billion USD (US$),Statista,1.097,0.913,0.906,1,1.069,1.078,1.123,1.179,1.311,1.478,1.616,1.747,1.886,1.924
Poland,Vegetables,Revenue Change,Total,percent,Statista,,-16.476,-0.392,10.732,7.343,1.195,4.579,5.352,9.632,11.283,8.382,7.347,6.914,-4.087
Poland,Vegetables,Revenue Change,Fresh Vegetables,percent,Statista,,-16.402,-0.299,10.848,7.426,1.282,4.678,5.44,9.255,10.926,8.143,7.14,6.664,-5.66
Poland,Vegetables,Revenue Change,Processed & Frozen Vegetables,percent,Statista,,-16.773,-0.767,10.342,6.932,0.842,4.174,4.987,11.196,12.738,9.337,8.106,7.956,2.015
Poland,Vegetables,Average Revenue per Capita,Total,USD (US$),Statista,144.4,120.8,120.4,133.5,143.4,145.2,152.1,160.4,176.1,196.3,213.2,229.4,245.9,236.5
Poland,Vegetables,Average Revenue per Capita,Fresh Vegetables,USD (US$),Statista,115.6,96.75,96.57,107.1,115.2,116.8,122.4,129.2,141.4,157.1,170.3,182.8,195.5,184.9
Poland,Vegetables,Average Revenue per Capita,Processed & Frozen Vegetables,USD (US$),Statista,28.8,24.01,23.85,26.34,28.19,28.45,29.67,31.18,34.75,39.23,42.98,46.58,50.41,51.57
Poland,Vegetables,Online Revenue Share,Offline,percent,Statista,,,,99.916,99.904,99.891,99.861,99.845,99.826,99.805,99.78,99.752,,
Poland,Vegetables,Online Revenue Share,Online,percent,Statista,,,,0.084,0.096,0.109,0.139,0.155,0.174,0.195,0.22,0.248,,
Poland,Vegetables,Mobile/Desktop Split,Desktop,percent,Statista,,,,64.255,62.269,60.593,59.139,57.727,56.624,55.527,55.383,55.246,,
Poland,Vegetables,Mobile/Desktop Split,Mobile,percent,Statista,,,,35.745,37.731,39.407,40.861,42.273,43.376,44.473,44.617,44.754,,
Poland,Vegetables,Volume,Total,million kilograms,Statista,"4,596.691","4,504.254","4,588.43","4,636.978","4,553.105","4,657.304","4,660.035","4,666.849","4,696.972","4,734.424","4,934.059","5,131.761","5,346.861","4,997.177"
Poland,Vegetables,Volume,Fresh Vegetables,million kilograms,Statista,"3,990.223","3,889.542","3,940.813","3,959.929","3,865.733","3,930.512","3,912.16","3,906.357","3,919.794","3,940.697","4,099.103","4,256.503","4,425.898","4,080.68"
Poland,Vegetables,Volume,Processed & Frozen Vegetables,million kilograms,Statista,606.468,614.712,647.617,677.049,687.372,726.793,747.875,760.492,777.178,793.727,834.956,875.257,920.963,916.497
Poland,Vegetables,Volume Change,Total,percent,Statista,,-2.011,1.869,1.058,-1.809,2.289,0.059,0.146,0.645,0.797,4.217,4.007,4.192,-6.54
Poland,Vegetables,Volume Change,Fresh Vegetables,percent,Statista,,-2.523,1.318,0.485,-2.379,1.676,-0.467,-0.148,0.344,0.533,4.02,3.84,3.98,-7.8
Poland,Vegetables,Volume Change,Processed & Frozen Vegetables,percent,Statista,,1.359,5.353,4.545,1.525,5.735,2.901,1.687,2.194,2.129,5.194,4.827,5.222,-0.485
Poland,Vegetables,Average Volume per Capita,Total,kilograms,Statista,120.676,118.427,120.782,122.176,120.066,122.924,123.13,123.471,124.457,125.668,131.228,136.793,142.888,133.919
Poland,Vegetables,Average Volume per Capita,Fresh Vegetables,kilograms,Statista,104.755,102.265,103.735,104.337,101.94,103.741,103.369,103.351,103.864,104.6,109.021,113.462,118.276,109.358
Poland,Vegetables,Average Volume per Capita,Processed & Frozen Vegetables,kilograms,Statista,15.922,16.162,17.047,17.839,18.126,19.183,19.761,20.12,20.593,21.068,22.207,23.331,24.611,24.561
Poland,Processed & Frozen Vegetables,Price per Unit,Average,USD (US$),Statista,1.809,1.485,1.399,1.477,1.555,1.483,1.502,1.55,1.687,1.862,1.935,1.996,2.048,2.1
Poland,Processed & Frozen Vegetables,Revenue,Total,billion USD (US$),Statista,1.097,0.913,0.906,1,1.069,1.078,1.123,1.179,1.311,1.478,1.616,1.747,1.886,1.924
Poland,Processed & Frozen Vegetables,Revenue Change,Total,percent,Statista,,-16.773,-0.767,10.342,6.932,0.842,4.174,4.987,11.196,12.738,9.337,8.106,7.956,2.015
Poland,Processed & Frozen Vegetables,Average Revenue per Capita,Total,USD (US$),Statista,28.8,24.01,23.85,26.34,28.19,28.45,29.67,31.18,34.75,39.23,42.98,46.58,50.41,51.57
Poland,Processed & Frozen Vegetables,Online Revenue Share,Offline,percent,Statista,,,,99.916,99.904,99.891,99.862,99.845,99.826,99.805,99.78,99.752,,
Poland,Processed & Frozen Vegetables,Online Revenue Share,Online,percent,Statista,,,,0.084,0.096,0.109,0.138,0.155,0.174,0.195,0.22,0.248,,
Poland,Processed & Frozen Vegetables,Mobile/Desktop Split,Desktop,percent,Statista,,,,64.255,62.269,60.593,59.139,57.727,56.624,55.527,55.383,55.246,,
Poland,Processed & Frozen Vegetables,Mobile/Desktop Split,Mobile,percent,Statista,,,,35.745,37.731,39.407,40.861,42.273,43.376,44.473,44.617,44.754,,
Poland,Processed & Frozen Vegetables,Volume,Total,million kilograms,Statista,606.468,614.712,647.617,677.049,687.372,726.793,747.875,760.492,777.178,793.727,834.956,875.257,920.963,916.497
Poland,Processed & Frozen Vegetables,Volume Change,Total,percent,Statista,,1.359,5.353,4.545,1.525,5.735,2.901,1.687,2.194,2.129,5.194,4.827,5.222,-0.485
Poland,Processed & Frozen Vegetables,Average Volume per Capita,Total,kilograms,Statista,15.922,16.162,17.047,17.839,18.126,19.183,19.761,20.12,20.593,21.068,22.207,23.331,24.611,24.561
Poland,Oils & Fats,Price per Unit,Average,USD (US$),Statista,5.443,4.706,4.662,5.168,5.712,5.709,5.904,6.249,7.118,7.593,7.89,8.143,8.342,8.486
Poland,Oils & Fats,Price per Unit,Butter,USD (US$),Statista,7.719,6.868,6.977,7.911,8.918,9.072,9.451,10.08,10.98,12.11,12.59,12.99,13.33,13.66
Poland,Oils & Fats,Price per Unit,Edible Oils,USD (US$),Statista,6.979,5.963,5.846,6.423,7.042,6.991,7.19,7.57,8.241,9.094,9.452,9.75,10,10.25
Poland,Oils & Fats,Price per Unit,Margarine,USD (US$),Statista,2.575,2.185,2.127,2.321,2.527,2.492,2.558,2.686,2.924,3.226,3.354,3.459,3.549,3.638
Poland,Oils & Fats,Price per Unit,Other Oils & Fats,USD (US$),Statista,5.757,5.005,4.984,5.551,6.163,6.185,6.4,6.78,7.381,8.145,8.466,8.733,8.96,9.184
Poland,Oils & Fats,Revenue,Total,billion USD (US$),Statista,1.29,1.076,1.071,1.184,1.27,1.283,1.34,1.41,1.331,1.645,1.783,1.911,2.042,1.893
Poland,Oils & Fats,Revenue,Butter,billion USD (US$),Statista,0.402,0.336,0.335,0.371,0.398,0.403,0.422,0.445,0.483,0.533,0.573,0.611,0.65,0.578
Poland,Oils & Fats,Revenue,Edible Oils,billion USD (US$),Statista,0.424,0.355,0.354,0.392,0.421,0.426,0.446,0.471,0.372,0.534,0.585,0.632,0.678,0.649
Poland,Oils & Fats,Revenue,Margarine,billion USD (US$),Statista,0.203,0.168,0.165,0.181,0.192,0.192,0.198,0.206,0.162,0.23,0.248,0.265,0.285,0.271
Poland,Oils & Fats,Revenue,Other Oils & Fats,billion USD (US$),Statista,0.261,0.218,0.217,0.241,0.258,0.261,0.273,0.288,0.314,0.348,0.376,0.402,0.429,0.396
Poland,Oils & Fats,Revenue Change,Total,percent,Statista,,-16.589,-0.465,10.551,7.264,1.024,4.443,5.224,-5.603,23.591,8.389,7.179,6.855,-7.297
Poland,Oils & Fats,Revenue Change,Butter,percent,Statista,,-16.434,-0.328,10.852,7.416,1.255,4.662,5.425,8.539,10.331,7.544,6.666,6.265,-11.068
Poland,Oils & Fats,Revenue Change,Edible Oils,percent,Statista,,-16.4,-0.31,10.828,7.423,1.282,4.666,5.444,-20.948,43.617,9.506,8.014,7.309,-4.379
